"sd.rnormal","current.seed","scale","sderr","Delta_LL","mean_in","LWei","LGomp","MeanLF","Delta_LL.flex","LWei.flex","LGomp.flex","G.flex.estimated","R.flex.estimated","LLG.par","LLR.par","gamma.flex.estimated","theta.flex.estimated"
3.94407964790587,-1881,4,4,97.8556484802284,35,-5673.301763695,-5771.15741217522,35.036,97.8556369971302,-5673.30172449045,-5771.15736148758,0.248871909198804,2.47902919186341e-05,-1.39066029290867,-10.6063774676389,9.35055354135928,36.8092173525559
4.93200192664756,-1881,5,5,95.7158939257715,35,-6074.30807492794,-6170.02396885371,34.77,95.7159484991116,-6074.30800792668,-6170.02395642579,0.206141047452346,9.58681779318879e-05,-1.57914276233095,-9.252822679975,7.69165408740544,36.9064396355385
1.01170510918778,-1881,1,1,25.8024277582158,40,-3075.94170152231,-3101.74412928053,39.998,25.802519345074,-3075.94158720672,-3101.7441065518,0.947851394248881,1.9756836293724e-17,-0.0536057815829964,-38.4610693731129,38.6434774408514,40.5090236354784
1.97657063057415,-1881,2,2,47.5004947072484,40,-4371.0295315117,-4418.53002621895,39.9545,47.5005284415338,-4371.02945758348,-4418.52998602501,0.491127502567694,8.96951933544646e-10,-0.711191060581885,-20.8292438920427,20.2922979808423,40.9179820888707
3.0795774090804,-1881,3,3,63.4727341174939,40,-5179.78866847458,-5243.26140259207,40.001,63.472601601763,-5179.78859070512,-5243.26119230689,0.32667975252958,4.17432855238129e-07,-1.11875643245257,-14.6898475226799,13.6920894489141,41.4267420110598
4.00939321805513,-1881,4,4,75.1047031821527,40,-5697.81663762304,-5772.92134080519,40.03,75.1047121795527,-5697.81657240633,-5772.92128458588,0.251991250446303,6.30825701916133e-06,-1.37837408355475,-11.9732992073457,10.6392926546071,41.8548051047729
4.96264609312664,-1881,5,5,91.7630827729226,40,-6105.69060274571,-6197.45368551863,39.845,91.7631008609233,-6105.69054928252,-6197.45365014344,0.203166894595032,3.73973242886029e-05,-1.59362979011169,-10.1945732315009,8.63236731545528,42.0384727976733
1.00177972381668,-1881,1,1,18.6210992504293,50,-3068.20403756535,-3086.82513681578,49.9465,18.617917180949,-3068.20399559292,-3086.82191277387,0.96299387173538,7.50274312540005e-22,-0.0388762691977537,-48.5848113408803,48.7546201269542,50.4607689347047
1.96905862955418,-1881,2,2,41.3271096742319,50,-4362.80805690415,-4404.13516657838,50.0475,41.3271261654609,-4362.80802338401,-4404.13514954947,0.491344748915398,6.28632867222308e-12,-0.710523448696463,-25.7947116076027,25.3582115842518,51.0081770838205
3.0360748807384,-1881,3,3,48.5531023552885,50,-5156.31318522243,-5204.86628757772,49.7895,48.5531456056679,-5156.31311986904,-5204.8662654747,0.334618087851613,1.17090892849814e-08,-1.09479024779619,-18.2626316052136,17.2611316632468,51.2176710122047
3.96568251841328,-1881,4,4,63.8987289574143,50,-5681.37620912592,-5745.27493808334,49.876,63.8987259280466,-5681.37614441776,-5745.27487034581,0.25443222917083,4.73707284854151e-07,-1.36886399617395,-14.5607316139187,13.313164055762,51.7070598701276
5.06516230768606,-1881,5,5,95.1689255017991,50,-6174.72376234483,-6269.89268784663,50.0995,95.1688264856966,-6174.72367502006,-6269.89250150576,0.192769327089228,7.56048923774329e-06,-1.64618986737858,-11.7937158297265,10.3681687440158,52.3907108849971
